Источник,Территория,Ключевое слово,Название,Год от,Год до,URL,Описание
gpib,Пермская губерния,атлас,"Статистическийатласгорода Москвы. -  М., 1887.",1887,1887,http://elib.shpl.ru/ru/nodes/70658,
gpib,Пермская губерния,атлас,Атлассражений 1866 г. в Австрии №8,1866,1866,http://elib.shpl.ru/ru/nodes/55640,
gpib,Пермская губерния,атлас,Описание рыболовства в северо-западных озерах :  сатласомчертежей и рисунков. - 1875.,1875,1875,http://elib.shpl.ru/ru/nodes/90214,
gpib,Пермская губерния,атлас,Описание рыболовства на Черном и Азовском морях : сатласомчертежей и рисунков. - 1871.,1871,1871,http://elib.shpl.ru/ru/nodes/90213,
gpib,Пермская губерния,атлас,Цылов Н. И.Атласгорода Царского села : с планами города и императорских садов и парков : с подробным,,,http://elib.shpl.ru/ru/nodes/34312,
gpib,Пермская губерния,атлас,КартаПермскогои Уфимского наместничеств,,,http://elib.shpl.ru/ru/nodes/58872,
gpib,Пермская губерния,атлас,православных церквей в белорусскихгуберниях: приложение катласународонаселения Западно-Русского края,,,http://elib.shpl.ru/ru/nodes/65286,
gpib,Пермская губерния,атлас,Схема размещения на территории Тамбовскойгуберниикрупнопоместных дворянских усадеб,,,http://elib.shpl.ru/ru/nodes/109711,
gpib,Пермская губерния,атлас,"Де-Лазари А. Н. Мировая война 1914-1918 гг. :атлассхем к труду А. Зайончковского. - М., 1924.",1914,1924,http://elib.shpl.ru/ru/nodes/90817,
gpib,Пермская губерния,атлас,Атлассражений 1861-1865 гг. в Северной Америке,1861,1865,http://elib.shpl.ru/ru/nodes/55664,
gpib,Пермская губерния,атлас,географическо-статистический Чердынского уездаПермскойгубернии: с приложением карты бассейна р. Камы и иллюстрациями,,,http://elib.shpl.ru/ru/nodes/84389,
gpib,Пермская губерния,атлас,Квартирная карта войск в Орловскойгуберниив 1840 г.,1840,1840,http://elib.shpl.ru/ru/nodes/116292,
gpib,Пермская губерния,атлас,Квартирная карта Тульскойгубернии1858 г.,,,http://elib.shpl.ru/ru/nodes/116738,
gpib,Пермская губерния,атлас,Квартирная карта Рязанскойгубернии1840 г.,,,http://elib.shpl.ru/ru/nodes/116584,
gpib,Пермская губерния,атлас,Квартирная карта Херсонскойгубернии1838 г.,,,http://elib.shpl.ru/ru/nodes/116802,
gpib,Пермская губерния,атлас,Квартирная карта Тобольскойгубернии1841 г.,,,http://elib.shpl.ru/ru/nodes/116804,
gpib,Пермская губерния,атлас,Квартирная карта Черниговскойгубернии1838 г.,,,http://elib.shpl.ru/ru/nodes/116817,
gpib,Пермская губерния,атлас,Квартирная карта Полтавскойгубернии1840 г.,,,http://elib.shpl.ru/ru/nodes/116462,
gpib,Пермская губерния,атлас,"Озеров И. Х.Атласдиаграмм по экономическим вопросам. - М., 1908-1909.",1908,1909,http://elib.shpl.ru/ru/nodes/88920,
gpib,Пермская губерния,атлас,"АтласКалужского наместничества, состоящего из двенадцати городов и уездов... Описании и алфавиты к Калужскому",,,http://elib.shpl.ru/ru/nodes/100774,
gpib,Пермская губерния,атлас,"Бородин Н. А. СтатистическийатласУральского казачьего войска. - [СПб.], 1885.",1885,1885,http://elib.shpl.ru/ru/nodes/40847,
gpib,Пермская губерния,атлас,"Новый карманныйатласЗемного шара. – СПб., 1834.",1834,1834,http://elib.shpl.ru/ru/nodes/112192,
gpib,Пермская губерния,съёмка,Карта волостейПермскойгубернии,,,http://elib.shpl.ru/ru/nodes/12680,
gpib,Пермская губерния,съёмка,КартаПермскойгубернии,,,http://elib.shpl.ru/ru/nodes/55783,
gpib,Пермская губерния,съёмка,Квартирная картаПермскойгубернии,,,http://elib.shpl.ru/ru/nodes/97370,
gpib,Пермская губерния,съёмка,... за 1872 год : О фабриках и заводах вПермскойгубернии... : [ведомости и приложения]. - [1873].,1872,1873,http://elib.shpl.ru/ru/nodes/81642,
gpib,Пермская губерния,съёмка,"Карта реки Камы и её водной системы с прилегающими бассейнами рек Северной Двины, Печоры и Иртыша",,,http://elib.shpl.ru/ru/nodes/116008,
gpib,Пермская губерния,съёмка,Карта волостей Архангельскойгубернии,,,http://elib.shpl.ru/ru/nodes/115459,
